name,SAFE total score,number of enriched nodes,number of enriched samples,SAFE enriched score,enriched abundance ratio,enriched SAFE score ratio
unclassfied_f:Beijerinckiaceae,113.49985711965387,313,625,97.74809061015281,0.7254138266796495,0.8612177415087384
Opitutus,105.24939036598718,212,556,97.70046718165139,0.958570268074736,0.9282758488378349
unclassfied_f:Flavobacteriaceae,111.50649950583205,203,239,97.49442615053334,0.6484186435625475,0.8743385056710004
Armatimonadetes_gp2,103.92190667207196,219,622,96.66310605925379,0.9600997506234414,0.9301513911236879
unclassfied_f:Cytophagaceae,112.90009656851176,258,607,96.57925925743949,0.6852645459040712,0.8554400057473095
Limisphaera,111.2130483567211,244,676,96.30807658031856,0.9848652057386095,0.8659782103212013
Rhodopirellula,115.18147708206743,268,647,95.2405522373411,0.8139275766016713,0.8268738572390567
Caldilinea,104.45830659453725,215,623,93.72647402289928,0.8680781758957655,0.897262047208037
unclassfied_c:Betaproteobacteria,124.94937945755444,220,533,93.56489486196615,0.7402636021794183,0.7488224052665291
unclassfied_f:Comamonadaceae,108.32288844726035,289,705,93.01320142815885,0.9033225913990444,0.8586661855259206
Clostridium_sensu_stricto,116.60830208220844,256,347,92.76825727876904,0.5052450969745672,0.7955544813041506
unclassfied_o:Clostridiales,105.09201665137999,225,469,92.49130634466017,0.7118623131716556,0.8800983109067176
Peredibacter,120.3273195756018,289,599,92.4794687479912,0.6538461538461539,0.7685658508322895
unclassfied_f:Syntrophobacteraceae,99.38047219695824,212,620,91.99981548529142,0.9799498746867168,0.9257333302156244
"unclassfied_p:""Elusimicrobia""",98.49068080510057,224,641,91.70445177036036,0.995475113122172,0.9310977548406919
Rhodobacter,108.89716207624093,267,671,91.53276557711621,0.8743545611015491,0.8405431678103091
Gimesia,112.44723407966717,271,726,91.47010289954103,0.9241964827167981,0.8134491136948362
Rubinisphaera,107.2521279390818,234,671,91.27472699046005,0.8715409263035246,0.8510295202935576
"unclassfied_f:""Saprospiraceae""",94.36795671745978,185,231,89.48157148159964,0.6390955072894972,0.9482198682070642
Fluviicola,94.90959087402618,238,492,88.81497460808168,0.9271601297552344,0.9357850327894269
Legionella,104.45188620171324,248,590,87.73687352125822,0.8462651997683844,0.8399740465368365
Bradyrhizobium,94.93495419354582,219,563,87.63407229699384,0.8760834311916346,0.9230959559777369
Zavarzinella,99.39149759087792,243,661,87.51444130779909,0.9327354260089686,0.8805022907294547
"unclassfied_o:""Bacteroidales""",105.20859754604014,220,430,86.62778191367062,0.6287432126960453,0.8233907107806622
Paludibaculum,98.70535045142306,215,615,86.21656241964236,0.9842022116903634,0.8734740520684646
"unclassfied_p:""Chloroflexi""",100.23825251922744,235,678,86.12810874581416,0.9216734002345888,0.8592339409477763
Gaiella,93.14513877132427,180,465,85.95053267422776,0.8371686061772684,0.9227591885953424
Acetanaerobacterium,88.61531160250786,174,270,85.65784118681991,0.8479087452471483,0.9666257403804666
Flavobacterium,107.38043600163509,280,536,85.63692357139251,0.5450092889714575,0.7975095535101805
Haliangium,97.96095133162905,185,557,85.07622639851961,0.8854366072743337,0.86847080639825
unclassfied_f:Polyangiaceae,96.38387624140333,233,647,85.05620665229127,0.917860151642797,0.8824733966836865
unclassfied_p:Firmicutes,105.07324485261185,222,381,84.4711974240505,0.5736449332285939,0.8039267992773973
Pseudolabrys,91.90461348937686,202,564,84.46785834498806,0.9624384236453202,0.9190818081700719
Finegoldia,95.58976115469059,185,287,84.26312935159905,0.5580885042057784,0.8815078972238257
Aggregicoccus,91.87167459091569,205,521,83.8605770836866,0.9368512110726643,0.9128012247202335
Granulibacter,93.56258801255132,206,607,83.51668804719304,0.9786163522012579,0.8926290926880878
Mogibacterium,88.06501066828079,152,247,82.7885581835545,0.8449669360764144,0.9400845756483084
Eubacterium,97.2493594621032,257,539,82.55605266679426,0.8679417122040073,0.8489110172387847
Simplicispira,105.77743951960797,282,632,82.55044636743722,0.8956289027653881,0.7804163793559669
unclassfied_c:Alphaproteobacteria,105.756429813311,272,485,82.17288505895633,0.6088430839501736,0.7770013152298534
unclassfied_f:Clostridiales_Incertae_Sedis_XIII,99.47017447943992,286,710,81.78101297273433,0.8707865168539326,0.8221661759489337
Sideroxydans,86.34978009214524,172,508,81.68492657169374,0.9805303793219201,0.9459772391374528
unclassfied_o:Acidimicrobiales,113.0671335090054,236,458,81.33353440578946,0.49794762915782026,0.7193384309093812
unclassfied_f:Xanthomonadaceae,117.84610632455484,305,753,81.24984725859221,0.8884870403857745,0.6894572064589519
Nitrosospira,92.58891918935757,265,629,80.62192440319377,0.9236842105263158,0.8707513286585667
Nitrosomonas,92.62756825233905,266,709,80.34790206544888,0.9434782608695652,0.8674296819124356
Massilia,94.249379465869,201,202,79.66364216795486,0.35827528224837857,0.8452431476941857
Peptoniphilus,90.35726030354499,196,294,79.48934104907497,0.5467843046203854,0.8797227890934223
unclassfied_c:Clostridia,96.16978209121245,270,559,79.40925109425129,0.5701865780990525,0.8257193618150803
unclassfied_f:Opitutaceae,88.90949545431793,231,689,79.35542626600913,0.9583875162548765,0.8925416330450585
unclassfied_f:Sphingomonadaceae,102.98772768991901,313,754,79.33374570252491,0.8059469836212882,0.7703223236596424
unclassfied_c:Acidobacteria_Gp4,90.61914273894814,208,622,79.12630868114917,0.9060657999247523,0.8731743237639419
unclassfied_f:Hyphomicrobiaceae,108.37145347994324,281,707,79.03437362704892,0.8793456032719836,0.7292914424339261
Algibacter,82.47973493401923,173,358,78.41467472152982,0.9758883248730964,0.9507144365129045
Bilophila,86.56941435150405,209,323,77.98603929305048,0.8801932367149758,0.900849796400356
Kofleria,86.94994038739074,230,666,77.93220120542412,0.9725274725274725,0.8962881499194869
Cryptomonadaceae,100.78400205794792,291,538,77.92673501891781,0.8323980799134609,0.7732054039103564
unclassfied_f:Prolixibacteraceae,95.69898172943792,230,422,77.77035450648623,0.733817956847885,0.8126560293646607
Alterococcus,92.21577989670264,290,747,76.45486876542672,0.9629629629629629,0.8290866145801639
Rhodopseudomonas,84.75667693516063,233,613,76.31354677528103,0.9251700680272109,0.9003838934561033
Geothrix,88.36474727980801,235,668,76.2793134619757,0.9686525521089775,0.8632324067021474
unclassfied_f:Xanthobacteraceae,81.88085531288655,182,523,76.25488456425914,0.9359028068705488,0.9312907672113436
unclassfied_f:Rhizobiaceae,84.72528861835734,268,693,76.22996460822235,0.9670886075949368,0.8997309522496649
Reyranella,89.78551595722402,195,555,76.22676534975858,0.9170316928626643,0.8489873287142978
unclassfied_f:Lachnospiraceae,87.67384460830358,169,273,76.21386136882927,0.7823664859243854,0.8692884600798156
Blastopirellula,97.83802441620873,267,698,76.04424104567019,0.9008620689655172,0.7772462853723774
Staphylococcus,88.23414100173844,174,220,75.85476249793011,0.286603677490736,0.8596985434066342
Spartobacteria_genera_incertae_sedis,88.30369613073267,209,588,75.46965930462176,0.9122699909132213,0.8546602533249541
Gp7,82.19440218285366,153,477,75.24719932814163,0.9505145609809503,0.9154783942675689
Armatimonadetes_gp5,91.38342437381057,222,629,75.1907085290232,0.9252411575562701,0.822804672119203
unclassfied_o:Verrucomicrobiales,89.98187306641341,178,239,75.02751197732161,0.5816057293629853,0.8338069593410846
unclassfied_f:Rhizobiales_incertae_sedis,84.23524614765309,248,699,74.96698196952966,0.9864864864864865,0.889971661483871
unclassfied_f:Methylococcaceae,87.78867189473004,228,593,74.80212943332053,0.8137272244825756,0.85207040747829
Actinophytocola,81.30878018987337,220,583,74.77464988620522,0.9289940828402367,0.9196380724392919
unclassfied_f:Caldilineaceae,93.67260853020888,230,668,73.70353860024423,0.9289617486338798,0.7868206059029013
"unclassfied_o:""Sphingobacteriales""",84.20467241537762,172,253,73.08919902213678,0.631739039228026,0.8679945770893955
Sphingorhabdus,88.30846483702894,252,584,72.88921785327287,0.788099084544965,0.8253933299348833
Lacinutrix,82.955223091861,230,435,72.85322825802257,0.9241975308641975,0.8782235227955216
Ohtaekwangia,79.5243973834065,223,587,72.41063739220664,0.9278367617783676,0.9105461943093679
Tepidisphaera,90.40003185253347,234,680,72.34863984776175,0.9618834080717489,0.8003165304828835
"unclassfied_f:""Porphyromonadaceae""",81.98028656521042,183,288,72.34293411520248,0.7564851172916116,0.8824430499844375
Steroidobacter,78.42863644294596,177,459,72.2600511585313,0.9069767441860465,0.9213477938137802
Phaselicystis,82.17450892350342,226,643,72.0995843327352,0.9737171464330413,0.8773959866295398
Methylotenera,85.93020923801784,226,644,71.67141021660841,0.8393314259900617,0.8340653520124218
Actinospica,79.38274002605192,201,566,71.56011454109449,0.9743589743589743,0.901456847138431
WPS-1_genera_incertae_sedis,89.89991330451633,168,443,71.4212951501687,0.7947857001777602,0.7944534374381949
Castellaniella,83.86354630211886,260,509,71.30738406629891,0.8916509051607674,0.8502786635019426
Candidatus_Solibacter,74.18105733794424,163,496,71.12099772526649,0.9568646783337441,0.958748773305601
Gp4,80.57064834937937,164,474,70.9830321071175,0.9038182902923378,0.8810036106363822
"unclassfied_p:""Euryarchaeota""",82.29057760200433,238,460,70.7414916142927,0.8060728899766721,0.8596548192483421
Aridibacter,81.48396930478806,185,591,70.740945455264,0.9186614557889594,0.8681578236654115
Actinomycetospora,73.9972661539431,150,176,70.54730198999845,0.6923076923076923,0.9533771402207294
Runella,82.2213485719709,261,547,70.2224323193561,0.9473684210526315,0.8540656841439206
Algoriphagus,82.68607066742014,212,440,70.13705587378297,0.7089586175534334,0.8482330253167815
Litoreibacter,75.15324201298085,136,185,69.90297223187562,0.8709707128384602,0.9301391444936151
Gp22,77.91872900879406,182,586,69.74382616556464,0.9879771565975353,0.8950842378049213
unclassfied_f:Verrucomicrobiaceae,112.11462318993054,333,756,69.21197014562432,0.7077297955868418,0.6173322281819926
Crocinitomix,73.64492601281964,161,278,69.01844073956148,0.8701492537313433,0.9371784924808967
Clostridium_XlVb,74.53360963099833,134,234,68.90013861435139,0.836767895878525,0.92441703756819
Xanthobacter,77.7173237721215,197,545,68.66054193130282,0.8588410104011887,0.8834650834429851
Asinibacterium,78.78854386102597,199,546,68.64433256036774,0.9154929577464789,0.8712476357152702
Polynucleobacter,82.94732968894294,233,490,68.60421570908672,0.8547780708153302,0.8270816669609052
Gp2,72.80078314886225,184,528,68.41267700067252,0.9203413091473238,0.9397244650621823
Phaeobacter,72.14459925851729,177,385,68.14426549347161,0.541095890410959,0.9445511679854066
Coprococcus,75.07459972624955,169,274,68.10113319313578,0.9460850717962612,0.9071128376502616
Silanimonas,78.77146459283554,257,553,68.0909809823661,0.6777493606138107,0.8644117680726625
Corynebacterium,93.59837795013857,243,342,67.95834990589748,0.4655981235340109,0.7260633292395305
Melioribacter,79.34806316383131,181,509,67.62173059625701,0.9322691975841243,0.8522165242601732
Lewinella,74.00824989293557,130,158,67.56409479957604,0.6721275345283574,0.9129265304519159
Pirellula,73.25147433762989,146,459,67.50454488628829,0.88061306802904,0.921545204334688
Oligoflexus,76.79680374058557,218,583,66.98822618522239,0.9336016096579477,0.8722788309198922
Hyphomicrobium,77.36110972960908,221,603,66.9078125290996,0.9258426966292135,0.8648765867365964
Lutimonas,72.68554867297674,199,385,66.88787033133596,0.9069879518072289,0.9202361618301128
Leptolinea,83.38296251397452,223,651,66.80188700942246,0.9323731997495304,0.801145521763236
unclassfied_f:Ignavibacteriaceae,73.07955143629641,183,591,66.70083989096123,0.9673539518900344,0.912715507690335
Neochlamydia,81.82981858355251,194,567,66.68185399277007,0.6692563817980022,0.8148845389982677
Gp9,69.97867330162404,151,313,66.21128874319137,0.8595178719866999,0.9461638184794618
Ruminococcus,71.23940993660688,127,233,66.10541312449703,0.8838475499092558,0.9279331929239956
Schlesneria,74.72290330992169,242,659,65.62960789495571,0.9705882352941176,0.8783064493994498
Butyrivibrio,76.47370073584072,179,285,65.02867207032952,0.6956521739130435,0.8503403319652962
Clostridium_IV,69.86744468853057,136,236,64.89152182609837,0.8128571428571428,0.9287805231089402
Desulfobulbus,70.36760216115765,177,368,64.81626650920346,0.7784048156508653,0.9211094952583381
Desulfuromonas,82.87765117015996,193,601,64.72618665602413,0.9635504556193047,0.7809848100440465
Variovorax,87.45531707141127,215,479,64.12910336865365,0.6760958205912334,0.7332784959922939
Prevotella,67.21939849834118,127,226,63.91993137018313,0.8590764863059452,0.950914956071208
Gp21,67.57456809941006,173,577,63.810856148047336,0.9570957095709571,0.944302833784659
Alistipes,66.41794293158244,143,245,63.648409261409014,0.931313319081699,0.958301423562209
Nitrosopumilus,69.85289761181926,205,404,63.54114796832638,0.8293183792749388,0.9096422645404345
Acidipila,70.39445718213173,183,510,63.38106603444894,0.9590123456790124,0.9003701224723273
Flavitalea,73.02236186996933,192,554,63.19218165969927,0.9235993208828522,0.8653812344802729
Syntrophobacter,71.65233971345218,210,642,63.1607982588343,0.9391534391534392,0.8814896835389221
Draconibacterium,67.80869451367454,169,364,63.05085943742477,0.946969696969697,0.929834439220913
Ulvibacter,70.11393535243528,198,403,62.785590554220185,0.8762376237623762,0.8954794826252673
Nitrososphaera,81.20879845816008,177,504,62.56873203776003,0.8469608479342419,0.7704674028639437
unclassfied_f:Alicyclobacillaceae,74.18591120297671,198,444,62.526790818032374,0.7927382753403933,0.8428391564397673
Aquaspirillum,77.83259941360677,202,614,62.424528536275105,0.8993464052287582,0.8020357665885945
Gp23,72.2907148884709,206,621,62.310725882793506,0.9770026830203143,0.8619464612976316
Pseudonocardia,88.80784381226476,244,472,62.22071128512688,0.6538753799392097,0.7006217988656304
Cryobacterium,88.07779398141099,273,527,62.03098219818057,0.6562347188264058,0.7042749300836524
Butyricicoccus,71.05893002746012,197,348,61.80387684330725,0.9649122807017544,0.8697552414513372
Pelobacter,77.64123530577976,195,528,61.766428314971385,0.8855296080066722,0.7955363934088949
unclassfied_o:Myxococcales,74.52319596714457,133,413,61.54559589805557,0.8118829653563094,0.8258582458700443
BRC1_genera_incertae_sedis,104.04774973547767,269,689,61.45728761026892,0.9456681350954479,0.5906642648833138
Parasegetibacter,76.52834478374695,216,637,61.15514679030724,0.8696818704484477,0.7991175944431944
Planctopirus,64.02200437185513,112,375,61.126010125629534,0.8883048620236531,0.954765642303153
Gp17,69.43895158343321,137,460,60.97541428478332,0.916512274201019,0.8781154221707874
Dactylosporangium,68.88384288778967,176,450,60.96569492649019,0.9130434782608695,0.8850507226462673
Loktanella,73.94054977570556,188,234,60.95584791559239,0.848789871605601,0.8243899741143186
Haliscomenobacter,64.43420496831301,130,160,60.46805362298209,0.6648226735374356,0.938446492087838
Geminicoccus,67.64879038835673,172,241,60.28934938611725,0.5982142857142857,0.891211048120882
Magnetospirillum,67.39362522009972,201,638,60.03143967561883,0.9473684210526315,0.8907584282573188
Gp1,65.15552328284262,155,486,59.912369367406704,0.9443415537576761,0.9195286346995452
Anaerovorax,64.84924607753263,188,425,59.78944700677461,0.8394160583941606,0.9219759769495453
Flavonifractor,66.10677602087836,142,244,59.78877744334586,0.8664459161147903,0.9044273679972368
Telmatocola,67.28322552970926,166,533,59.508594931356924,0.9791666666666666,0.8844491990812866
Sandaracinus,76.14669809396305,216,630,59.498544410819534,0.8833172613307618,0.7813673593226573
Faecalibacterium,70.05181609735709,161,275,59.412100760778245,0.8201335614548264,0.8481164953412212
Telmatobacter,62.64421268868927,160,362,59.060150045550955,0.9769736842105263,0.9427870111330262
Haliea,72.83049146046804,216,442,59.04462230271634,0.7799196787148595,0.8107129461671341
Gp6,67.11705266157891,127,392,59.03037385943681,0.8930363864491845,0.8795137974410591
Verrucomicrobium,73.47693542151977,154,533,58.870704894647226,0.9106628242074928,0.8012133951548188
Parasphingopyxis,67.36551519352025,200,622,58.699201474546996,0.9337349397590361,0.8713538567310348
Pedomicrobium,67.09498178448793,120,404,58.66689638176677,0.897293546148508,0.8743857561539767
Terrimonas,65.69966532492047,142,424,58.62854637853805,0.838506270580817,0.8923720705210306
Gp20,62.08730973990352,129,461,58.56490120192154,0.9823008849557522,0.9432668519100269
unclassfied_f:Methanobacteriaceae,71.6384573467872,204,429,58.53401216198847,0.8164556962025317,0.8170752739500967
unclassfied_c:Acidobacteria_Gp23,63.09091616785864,181,575,58.523138693714266,0.9870967741935484,0.9276000769747673
Candidatus_Koribacter,63.05350339477562,151,485,58.491951488642336,0.9696345856922285,0.927655853195443
Arthrobacter,61.77265007491914,120,130,58.43267472768627,0.44282045471712367,0.9459311630117523
Roseivirga,80.95072258156974,217,703,58.34083216254376,0.8362168396770473,0.7206956318858897
Undibacterium,66.43453994813989,211,481,58.32996861632153,0.9380638445523942,0.8780066613218825
Roseibacillus,63.887996752229654,124,160,58.21897741820552,0.6939102564102564,0.9112662844006564
Armatimonadetes_gp4,72.23876130510982,174,492,58.19485420916524,0.8608695652173913,0.8055904220640177
Ignavibacterium,68.42564766744012,159,583,58.09641003142785,0.9332413793103448,0.8490443570777136
unclassfied_o:Chlamydiales,80.56642404818048,222,529,57.80989730143003,0.751434034416826,0.7175432940508623
unclassfied_f:Syntrophaceae,65.80267109190453,180,415,57.77941832886835,0.8179856115107914,0.8780710170286196
Brevibacterium,64.92851430515718,136,169,57.655066208875006,0.5710881652104846,0.8879775985309362
Parachlamydia,66.64020711026225,156,443,57.592077061747275,0.7697478991596639,0.8642241607451185
Arenicella,59.43061365549447,120,156,57.54679731697631,0.7850665244132045,0.9683022566544878
Methanobrevibacter,59.82128624065501,128,231,57.502004087980694,0.9338331160365059,0.9612298180392832
Novosphingobium,84.05367267006068,206,549,57.25243071524801,0.6055410990356651,0.6811413338234883
Dialister,61.48305744903632,147,245,57.220030083756924,0.8190586419753086,0.9306633804147907
Bryobacter,64.55292976878084,199,601,57.111474440244606,0.9705882352941176,0.8847231976117824
Peptostreptococcaceae_incertae_sedis,68.35111526550227,173,293,56.55696509521669,0.8812154696132597,0.8274475826111611
Fusicatenibacter,64.02320800040526,171,277,56.52046211299458,0.8414342629482072,0.8828120907755327
Tissierella,60.95348938376104,138,190,56.51194624303866,0.883495145631068,0.9271322579621557
unclassfied_o:Bacillales,63.63872520448868,155,165,56.32723600117397,0.6234787447678498,0.8851094332920578
Sulfurospirillum,63.61785531199807,178,353,56.08999206446332,0.8965952080706179,0.8816705905815874
Poribacteria_genera_incertae_sedis,62.91927682610742,211,672,55.988442113807054,0.9445727482678984,0.8898456075479794
unclassfied_f:Ruminococcaceae,60.56126529127329,122,208,55.95533116360672,0.7915491065430605,0.9239458735626802
unclassfied_f:Cryomorphaceae,74.24788681494155,189,408,55.814212514300834,0.8036570743405276,0.7517279603312407
Fusobacterium,68.81343349759565,150,238,55.6112949208105,0.7513134851138353,0.8081459112595154
Tumebacillus,71.54916212021318,206,492,55.55629273983229,0.7571580063626723,0.7764771954490465
Clostridium_XlVa,58.79308281353528,110,213,55.42959180988933,0.7784102888467215,0.9427910420293251
Hymenobacter,66.02495420470801,152,161,55.421928951003984,0.5495337995337995,0.8394088207796445
unclassfied_f:Micromonosporaceae,62.29782454813028,164,432,55.303672352354226,0.8773606370875996,0.8877303943354798
unclassfied_o:Desulfobacterales,60.50339351460633,160,338,55.21051790374878,0.9543186180422265,0.9125193596028662
Gp25,57.55261644639319,114,392,55.13724359307518,0.9387755102040817,0.9580319192687308
Sutterella,63.09848312846957,146,245,55.02551308167505,0.9403254972875226,0.872057620935866
Rhodococcus,64.8376008934822,220,392,54.88333311660117,0.5596913300045393,0.8464738417259716
unclassfied_f:Desulfuromonadaceae,68.9383208435987,173,394,54.649855164781314,0.8434659090909091,0.792735513369497
Morococcus,64.64509594054032,155,255,54.531350991744866,0.725604376213164,0.843549695430912
unclassfied_o:Rhodospirillales,96.34477717014451,213,569,54.46524064719259,0.7027294059528221,0.565315964673489
Litorilinea,63.56041526735602,145,324,54.22318765781815,0.7722772277227723,0.8530968123750857
Solimonas,65.65941535579205,206,513,54.17454572909859,0.9345335515548282,0.8250841929606012
Candidatus_Pelagibacter,60.18926994682792,119,132,54.16309459129112,0.9057661111930394,0.8998795738698873
Aeromonas,58.52704174229169,147,313,53.850460762758075,0.4581862136972357,0.9200953808647001
Defluviicoccus,58.13623710349318,174,405,53.82917460390505,0.875,0.9259143227326398
Candidatus_Endomicrobium,60.89825493046363,199,637,53.76525562377661,0.9873417721518988,0.8828702182873418
GpVI,63.569021591704036,204,642,53.75163963972019,0.9257884972170687,0.8455634252947972
Ktedonobacter,60.025173753185896,179,586,53.612185678076486,0.6989247311827957,0.8931616907686329
Hydrogenophaga,62.121735327806874,189,350,53.53747313338521,0.7686972255729795,0.8618154797330785
Hellea,60.45216679327216,114,157,53.43666394580928,0.5916353887399464,0.8839495220832406
Subdivision5_genera_incertae_sedis,66.7918444759967,219,477,53.42710611680297,0.7813712807244502,0.7999046370998681
Aminicenantes_genera_incertae_sedis,58.99835540795851,185,619,53.23613836932715,0.9576271186440678,0.9023325820052591
Anaerosporobacter,62.357736606859966,157,199,53.19251768013083,0.2569832402234637,0.8530219436200499
Turneriella,58.082126499188284,132,403,52.7486992706888,0.9685990338164251,0.9081743808299785
Romboutsia,89.79928214765538,202,319,52.710905553897256,0.5833705357142858,0.5869858231965112
unclassfied_f:Desulfobulbaceae,56.613274019180835,134,306,52.71079911902111,0.931000330141961,0.9310678464058173
Taibaiella,79.27676963888418,223,491,52.45800434390992,0.7186711522287637,0.6617071379530579
Gp15,68.28492574397926,170,560,52.27144989828403,0.9668803418803419,0.765490323505153
Streptococcus,66.80699790678143,120,222,52.20955624339596,0.6818286848257489,0.7814983142371719
Terriglobus,58.151336116800366,164,368,52.189232359774465,0.8615725359911407,0.8974726265093778
Caulobacter,69.75601280344273,230,561,52.094604425441005,0.7213907437255354,0.7468116701599942
Actinoplanes,66.44599003306195,146,409,51.506472396693006,0.7937828371278459,0.775162991341759
Pseudobacteroides,55.196014126334866,117,204,51.420489165953605,0.8611111111111112,0.93159786951754
Sphaerisporangium,58.72656797007095,151,448,51.258446693982705,0.7894736842105263,0.8728323221630412
Adhaeribacter,75.34998383489894,193,352,51.223997844333454,0.6260675826216116,0.6798143176323902
Amycolatopsis,57.4700370877939,164,431,51.16601202763971,0.7784810126582279,0.8903076215085112
Pseudahrensia,53.8116261844173,111,146,51.0171211783896,0.8484408992023206,0.9480687501163656
Catabacter,59.491657851623465,197,476,50.699712848950426,0.09259259259259259,0.85221549843844
Dechloromonas,65.19198062235769,224,615,50.661863214855494,0.6831653823355068,0.7771180248124097
Mariniphaga,65.63736081464778,177,389,50.658685513571804,0.7715123859191656,0.7717965025532638
Methanoregula,56.86111651558348,141,496,50.60948055340787,0.9969708443771299,0.8900542876174041
Dyadobacter,81.8804607172056,265,529,50.60685100535042,0.6341463414634146,0.6180577217333166
Alloprevotella,55.27004639470214,156,260,50.59683489612911,0.9193664506839453,0.915447664631941
Hydrotalea,61.89579909607961,208,653,50.56434682338872,0.6936619718309859,0.8169269572705362
Rubribacterium,60.604225396788124,205,618,50.2345393768371,0.875,0.828894999448329
Rufibacter,62.005166809636755,182,275,50.15609435671157,0.49162011173184356,0.8089018534648371
Cecembia,54.115851283297445,173,422,50.02527972136671,0.9858156028368794,0.9244108433124978
Polyangium,55.39331322278502,110,373,49.757957274970664,0.9609120521172638,0.8982664942761295
Turicibacter,66.61406147023132,217,312,49.71513669412934,0.6323417238749046,0.746315951870705
Celeribacter,54.31075329246627,121,173,49.65504590418176,0.8642114141130166,0.9142765086830359
unclassfied_f:Bacteriovoracaceae,68.24791776875773,171,518,49.63351451034556,0.7580275229357798,0.7272531695181856
