name,SAFE enriched score,R
envo_biome_3_coniferous forest biome,31.38350874746835,0.0018862437149373974
env_material_saliva,31.31371329439036,0.1013711519569764
sample_scientific_name_human oral metagenome,30.94329613552938,0.11071178553698204
env_material_brackish water,30.829505334324637,0.000638679776709072
country_GAZ:Malaysia,30.76834759182477,0.0025569519272738927
country_GAZ:Brazil,30.765022237081205,0.007653832115989407
env_feature_stream,30.7122124151355,0.005268286768573284
host_scientific_name_Phyllospora comosa,28.771209352534466,0.06317281856921526
env_material_excreta,28.016881208086094,0.038610917318099555
country_GAZ:Venezuela,27.876109008963727,0.03382398831075313
env_feature_tundra,27.224455478965744,0.00588436985918272
sample_scientific_name_human nasal/pharyngeal metagenome,26.744103735709558,0.012236916110505949
host_scientific_name_Catostomus discobolus,26.481275316681266,0.0025283062810813675
env_biome_marginal sea biome,26.27939593383727,0.0032677146615354437
sample_scientific_name_bovine gut metagenome,26.25904226247083,0.02092140368621346
country_GAZ:Norway,26.210730631209955,0.029537816314425556
envo_biome_3_marginal sea biome,26.123141062786523,0.0032677146615354437
envo_biome_2_grassland biome,26.046482071933927,0.0110408157619611
host_scientific_name_Cannabis sativa,26.018388360286593,0.002306867108804915
country_GAZ:Arctic Ocean,25.900984171210958,0.003377870336304586
env_feature_biofilter,25.592486344061705,0.004401345759454842
sample_scientific_name_seawater metagenome,25.543709541230633,0.003377870336304586
sample_scientific_name_groundwater metagenome,25.530612808480875,0.0006401805059653619
envo_biome_3_marine pelagic biome,25.515806878787924,0.003377870336304586
env_biome_marine pelagic biome,25.448500807772433,0.003377870336304586
country_GAZ:Singapore,25.336885406494687,0.005534992918998586
env_feature_contaminated water,25.283174092265753,0.00412325174410779
depth_m,25.031668810173503,0.014101254268003679
envo_biome_3_freshwater river biome,24.474850445857115,0.05548929575865393
env_biome_tropical shrubland biome,24.002826692363495,0.002764941674391834
host_scientific_name_Catostomus,23.990586505546474,0.0012596622528016487
env_feature_continental shelf,23.688320453403104,0.003747043568253404
envo_biome_3_tropical shrubland biome,23.395137127524283,0.002764941674391834
env_feature_field,23.38952651414049,0.0036021060508739156
country_GAZ:South Africa,23.31241032834724,0.00964253869406833
env_feature_photic zone,23.11644925141332,0.0014180013656050164
host_scientific_name_Syncerus caffer caffer,23.103523420687836,0.00964253869406833
sample_scientific_name_human gut metagenome,22.78446933309989,0.055349511137707134
env_feature_coral reef,22.441667078830367,0.018646832465066383
env_biome_marine coral reef biome,22.441667078830367,0.018646832465066383
envo_biome_5_marine coral reef biome,22.441667078830367,0.018646832465066383
country_GAZ:Curacao Island,22.441667078830367,0.007720754310211952
envo_biome_4_marine reef biome,22.441667078830367,0.018646832465066383
sample_scientific_name_coral metagenome,22.441667078830367,0.018646832465066383
host_scientific_name_Nasalis larvatus,22.35184111396373,0.003915413519784079
host_scientific_name_Columbina passerina,22.256268424935513,0.007846453932329443
env_biome_dense settlement biome,22.218458834891415,0.011229418736455145
env_feature_stromatolite mat,22.10746578210738,0.014395049665616414
host_scientific_name_Columbidae,21.954548874103704,0.002847630652838649
envo_biome_2_desert biome,21.79518343628203,0.0015196751648531087
country_GAZ:Puerto Rico,21.755522359312362,0.057905038401004694
host_scientific_name_Bos taurus,21.571652618044823,0.011229418736455145
env_feature_permafrost,21.461724943303807,0.0013283974163939673
env_feature_agricultural soil,21.37321874247898,0.010426852788066846
env_feature_plant-associated habitat,21.36399287584876,0.0017624278441508013
envo_biome_4_mediterranean woodland biome,21.11239982085248,0.0019506126846235673
env_material_saline lake sediment,21.10708326060537,0.00044557087627338925
sample_scientific_name_mine drainage metagenome,21.073280460395967,0.00412325174410779
envo_biome_3_subtropical woodland biome,20.994411794350675,0.0019506126846235673
env_material_stromatolite mat,20.958278191322336,0.014395049665616414
extraction_center_Barnard,20.91164107139785,0.01783648013836624
env_biome_mediterranean woodland biome,20.868526996067338,0.0019506126846235673
env_material_saline water,20.848764173927634,9.603393492807048e-05
envo_biome_4_temperate mixed forest biome,20.639578480057946,0.001504175520802838
sample_scientific_name_ecological metagenomes,20.614921768313327,0.014395049665616414
envo_biome_4_Small river biome,20.513844353367826,0.05881191756688978
env_biome_grassland biome,20.361155012063417,0.005563875343762416
env_feature_ocean,20.349637397865596,0.018953909585842275
env_biome_Small river biome,20.295710085989498,0.05881191756688978
host_scientific_name_Montastraea annularis,20.28453358944323,0.005682940422806561
country_GAZ:Russia,20.260554104591403,0.0013709090832106912
country_GAZ:Nicaragua,20.246291412664917,0.00415788190342619
env_feature_garden soil,20.193870138405302,0.004073792406328589
env_biome_temperate mixed forest biome,20.174390935819048,0.001504175520802838
env_feature_coffee plantation,20.14147149993679,0.00415788190342619
host_scientific_name_Pemphiginae,20.086692037377205,0.0019506126846235673
envo_biome_2_woodland biome,20.086692037377205,0.0019506126846235673
envo_biome_3_mixed forest biome,20.049570219404593,0.004157721880943441
sample_scientific_name_permafrost metagenome,19.92324044588307,0.0013923134656456857
env_material_wood,19.72998743650274,0.004263205829312213
env_feature_mountain,19.64877747119686,0.003164867339878696
env_material_contaminated sediment,19.597957183425333,0.008962639411111988
envo_biome_3_montane shrubland biome,19.459251113215736,0.003164867339878696
host_scientific_name_Rhinopithecus roxellana,19.374825487919786,0.003934989592319254
env_feature_dam,19.276020243950406,0.0011037460375857273
env_biome_montane shrubland biome,18.957215152713196,0.003164867339878696
env_feature_marine sediment,18.863557931976032,0.008962639411111988
country_GAZ:Gulf of Mexico,18.863557931976032,0.008962639411111988
env_feature_luvisol,18.779491681866563,0.0015641415073087712
env_feature_fjord,18.431767209068713,0.015033038648973832
sample_scientific_name_Thalassia testudinum,18.36403682060601,0.0009004382152826501
env_feature_microbial mat,18.010957569838382,0.0006763715397177498
env_feature_coastal water body,17.98166541617874,0.007555458450645693
env_biome_coniferous forest biome,17.936831698397825,0.004294227619859691
country_GAZ:Argentina,17.914018319527028,0.0006464768464686165
env_biome_polar desert biome,17.754508735745404,0.0009951598593876325
env_material_microbial mat material,17.650072686472768,0.0006763715397177498
env_feature_lagoon,17.456563325419012,0.0014862511720952424
envo_biome_3_polar desert biome,17.455030586469817,0.0009951598593876325
host_scientific_name_Rhinopithecus brelichi,17.389682703305006,0.0028567943093967913
env_material_carcass,17.372683830181444,0.0004895189899344085
envo_biome_3_tropical grassland biome,17.245841444995783,0.0013733772990329194
env_feature_podzol,17.178374998071916,0.000692537829744345
env_biome_temperate grassland biome,16.965654006310576,0.0022361097343359926
host_scientific_name_Rhodophyta,16.934031546795378,0.0012985570744834854
env_biome_anthropogenic terrestrial biome,16.915933206525665,0.002155702897668175
envo_biome_2_mangrove biome,16.889887904535815,0.0017187413617442107
env_biome_temperate coniferous forest biome,16.789090821340004,0.000692537829744345
env_material_coastal water,16.76352618121362,0.00869441649011218
envo_biome_3_temperate grassland biome,16.69039606121358,0.0022361097343359926
env_biome_tropical grassland biome,16.58280694640619,0.0013733772990329194
envo_biome_4_temperate coniferous forest biome,16.57469655085198,0.000692537829744345
envo_biome_5_tropical moist broadleaf forest biome,16.51162446596022,0.002910823500074671
env_material_hypersaline water,16.297277531926127,0.0010018051264007804
env_biome_tropical moist broadleaf forest biome,16.188707873381862,0.002910823500074671
env_feature_grassland soil,15.86995478682206,0.010181283955536573
env_feature_alluvial paddy field soil,15.86995478682206,0.006321016186594607
envo_biome_3_broadleaf forest biome,15.860174939217071,0.005413536825171752
empo_3_Hypersaline (saline),15.791807670775766,0.0010018051264007804
sample_scientific_name_rhizosphere metagenome,15.762376010847637,0.13137208440212156
env_material_rhizosphere,15.740336284244925,0.13040257515772777
host_scientific_name_Proteles cristatus,15.68461746352133,0.0021617679308324114
envo_biome_3_rangeland biome,15.671618145027525,0.0009327279085375776
host_scientific_name_Rusa unicolor,15.484386863109126,0.0020808798011401138
env_feature_water well,15.432290304190122,0.001835409534908697
env_biome_rangeland biome,15.337603440963266,0.0009327279085375776
env_feature_taiga,15.299646773960303,0.0005079603211364132
env_feature_volcano,15.23967236471498,0.0035252467438940394
envo_biome_3_village biome,15.218266571519269,0.0627076946570788
env_material_biofilm material,15.218266571519269,0.000891728378692424
envo_biome_4_tropical broadleaf forest biome,15.212259873228742,0.005413536825171752
env_biome_mangrove biome,15.105056386644634,0.0017187413617442107
host_scientific_name_Trachypithecus auratus,14.868537320699495,0.0016326183414214096
env_feature_surface soil,14.696646009066304,0.0002136729356098922
env_feature_fresh water,14.25168420488582,0.05022123213937718
country_GAZ:Panama,14.086082061202767,0.005649387315271916
env_feature_Oil palm plantation,14.011991274623066,0.0011549882909340503
env_feature_basin,13.973997658644329,0.0006809061183741778
env_biome_village biome,13.572213650894895,0.0627076946570788
host_scientific_name_Iguana iguana,13.48014352830772,0.008782384294586273
country_GAZ:Spain,13.430799369101223,0.006333937870286346
host_scientific_name_Phaeophyceae,13.337048391895642,0.0014141970260827422
host_scientific_name_Zonotrichia capensis,13.336484895533857,0.002610855211410974
sample_scientific_name_primate metagenome,13.336484895533857,0.01526902410745523
env_material_stream sediment,13.225806938969802,0.05022123213937718
host_scientific_name_Choloepus hoffmanni,13.140718569080107,0.0017419088038222721
host_scientific_name_Melursus ursinus,12.671743103973572,0.001867724561114586
env_feature_insecta-associated habitat,12.665871883527192,0.07233144384338988
env_material_ocean water,12.543029443032928,0.0014231173003190379
env_feature_field soil,12.362096228591511,0.00664619180320847
host_scientific_name_Apis mellifera,12.279309697524955,0.06203661096801632
env_feature_sea vent,12.184100964066753,0.005190267460987708
env_feature_hot spring,12.000881663446112,0.0034852523531329455
env_material_microbial mat,12.000881663446112,0.0034852523531329455
sample_scientific_name_microbial mat metagenome,12.000881663446112,0.002790056113168905
env_feature_tropical soil,11.696709042940693,0.0003209249176723966
env_material_sand,11.548503823485127,0.0018501212790676843
env_material_bulk soil,11.340689938622049,0.005110679289730257
country_GAZ:France,11.340196879305491,0.0029023656884049707
host_scientific_name_Myrmecophaga tridactyla,11.340196879305491,0.0030566327916088033
env_feature_nest of bird,11.32180891566422,0.006333937870286346
env_material_avian egg product,11.270960259947262,0.006333937870286346
env_feature_bog,11.144720302096134,0.00046308408201659485
env_material_estuary sediment,10.686091129332144,0.001288527223288028
env_feature_haline habitat,10.623822800151812,0.0007277796287359121
host_scientific_name_Ictalurus punctatus,10.18234944951495,0.00011275324765664917
env_feature_cultivated habitat,10.037365109191212,0.0010598465277034388
sample_scientific_name_activated carbon metagenome,10.036919007904801,4.4560198207333e-06
host_scientific_name_Ramphocelus carbo,9.759897119106425,0.007355671002687661
sample_scientific_name_insect metagenome,9.759897119106423,0.009685410568386423
host_scientific_name_Ateles geoffroyi,9.394821251106947,0.018701368487252224
host_scientific_name_Thraupis palmarum,9.394398628835607,0.0029509536396339596
country_GAZ:French Polynesia,8.129695726931482,0.010523145681911709
env_material_bodily fluid,8.024623043787594,0.009685410568386423
env_material_estuary water,7.934280927571116,0.0009059865368703749
host_scientific_name_Hexapoda,7.8578267994432185,4.525736809753736e-05
sample_scientific_name_estuary metagenome,7.507930811320122,0.0013617149334773707
env_feature_farm soil,7.507930811320122,0.004201420582783077
envo_biome_3_estuarine biome,7.507930811320122,0.0019071143447778331
env_biome_estuarine biome,7.507578626094006,0.0019071143447778331
env_feature_estuary,7.507578626094006,0.0019071143447778331
country_GAZ:Greenland,7.126405036580376,0.0002342477275241667
env_feature_agricultural feature,6.949336884551123,0.004981952453873172
env_feature_bathypelagic zone,6.893998824873957,0.0003691629993286322
host_scientific_name_Anthopleura elegantissima,6.893670118662916,0.002714439801712445
host_scientific_name_Chiroxiphia lanceolata,6.288460185179209,0.00425748351655027
host_scientific_name_Clamator glandarius,6.288154957983242,0.0006740231165240043
country_GAZ:Kenya,6.0942857917515605,0.007745728658441986
env_feature_abyssalpelagic zone,6.019901522622947,0.0011664327103300144
env_biome_desert biome,5.870397768355611,0.000687196254571147
env_feature_pasture,5.852904729003906,0.0024547754209542543
sample_scientific_name_upper respiratory tract metagenome,5.691961766655422,0.0006605405111097726
host_scientific_name_Canis lupus familiaris,5.691961766655422,0.0006605405111097726
env_biome_mediterranean shrubland biome,5.314861681635351,0.006829943200324942
host_scientific_name_Saltator maximus,5.10525860487169,0.008074746038435525
sample_scientific_name_rat metagenome,5.10525860487169,0.002961396169747829
envo_biome_3_subtropical shrubland biome,5.1050003357058715,0.006829943200324942
host_scientific_name_Rattus norvegicus,4.911954277424333,0.002961396169747829
country_GAZ:New Zealand,4.911954277424333,0.0024547754209542543
envo_biome_4_tropical coniferous forest biome,4.911719487273588,6.505364715457528e-05
country_GAZ:Tanzania,4.911719487273587,0.0010396410778637452
env_biome_tropical coniferous forest biome,4.730410277921356,6.505364715457528e-05
env_feature_creek,4.529243540255742,0.0053626926346128714
host_scientific_name_Crotalus viridis viridis,4.529243540255742,0.00141575171685563
env_feature_high temperature habitat,4.529008750104996,0.00022312647327862636
envo_biome_3_montane grassland biome,4.33629816501797,0.002552581961308063
host_scientific_name_Platycichla flavipes,4.33629816501797,0.0045128618262217386
envo_biome_4_mediterranean shrubland biome,4.33629816501797,0.006829943200324942
env_feature_steppe soil,3.9917356599526217,0.002552581961308063
country_GAZ:Mongolia,3.9917356599526217,0.002552581961308063
env_feature_oil contaminated soil,3.9649888035841734,0.00037807845304289845
host_scientific_name_Gila robusta,3.9649888035841734,0.0002530191207856967
country_GAZ:India,3.9649888035841734,0.000687196254571147
sample_scientific_name_hydrocarbon metagenome,3.9649888035841734,0.00018148919208559497
host_scientific_name_Orycteropus afer,3.9647774924485035,0.004731018667161264
env_feature_dry soil,3.4138062439374743,0.000687196254571147
host_scientific_name_Porites,3.4138062439374743,0.0026165890805743717
host_scientific_name_Acropora,3.4138062439374743,0.004712802095659486
host_scientific_name_Pocillopora verrucosa,3.4138062439374743,0.003338283525558715
host_scientific_name_Varanus olivaceus,2.8773379953497438,0.0003753521624976231
env_biome_montane grassland biome,2.877173642244223,0.002552581961308063
host_scientific_name_Delisea pulchra,2.357699668681511,0.0040634230397794905
env_feature_mesopelagic zone,2.357699668681511,0.00041460717169352387
sample_scientific_name_skin metagenome,2.357699668681511,0.010589622982134164
host_scientific_name_Columbina talpacoti,2.357699668681511,0.008086095180759601
host_scientific_name_Globicephala macrorhynchus,2.3575587945910645,0.001514313225352781
host_scientific_name_Pteronotus davyi,1.8577207579227037,0.0003326821595611804
host_scientific_name_Rana catesbeiana,1.8576033628473314,0.0014478870744428108
env_biome_mixed forest biome,0.0,0.0064743327396343565
country_GAZ:Costa Rica,0.0,0.005358413084072465
sample_scientific_name_bat metagenome,0.0,0.005358413084072465
env_biome_tropical broadleaf forest biome,0.0,0.0033861477166414345
sample_scientific_name_metagenomes,0.0,0.00419779975926711
env_feature_bay,0.0,0.00128706275581027
empo_0_EMP sample,0.0,0.0
env_material_anthropogenic environmental material,0.0,0.0036097870066380162
sample_scientific_name_hypersaline lake metagenome,0.0,0.0010902740975875372
sample_scientific_name_human metagenome,0.0,0.0033903585590577337
country_GAZ:Belize,0.0,0.0033861477166414345
host_scientific_name_Blattellinae,0.0,0.0006574855210376273
host_scientific_name_Xylocopinae,0.0,0.0009666252519391227
host_scientific_name_Delphinus delphis,0.0,0.0015787218844136362
host_scientific_name_Macropus sp.,0.0,0.000686073825044565
host_scientific_name_Lauxaniidae,0.0,0.0018846331805930955
host_scientific_name_Lagenorhynchus acutus,0.0,0.0008879990280485325
host_scientific_name_Aphis gossypii,0.0,0.0014909625394397131
host_scientific_name_Iguana,0.0,0.0021819635633946507
env_feature_extreme high temperature habitat,0.0,0.00014469990523027228
host_scientific_name_Glossophaga soricina,0.0,0.0006354356915553317
host_scientific_name_Formicidae,0.0,0.0008860813141863123
env_feature_organism-associated habitat,0.0,0.010780967019620107
host_scientific_name_Corvus monedula,0.0,0.0006593617443539103
host_scientific_name_Myotis elegans,0.0,0.0015168855163539387
host_scientific_name_Coracias garrulus,0.0,0.0008480797957155812
host_scientific_name_Apinae,0.0,0.0011393988520569426
host_scientific_name_Columba livia,0.0,0.0005608978887663802
host_scientific_name_Cicadellidae,0.0,0.0010600098544304392
host_scientific_name_Balaenoptera acutorostrata,0.0,0.001111850499195632
host_scientific_name_Carollia sowelli,0.0,0.0006715629946358249
host_scientific_name_Carollia perspicillata,0.0,0.0034858358562553232
host_scientific_name_Carollia castanea,0.0,0.0012802945227836451
host_scientific_name_Balaenoptera physalus,0.0,0.0013703819123616486
host_scientific_name_Molossus sinaloae,0.0,0.0008297847692288118
host_scientific_name_Mytilus californianus,0.0,0.00877415297412011
host_scientific_name_Vulpes vulpes,0.0,0.00038362407138660057
env_feature_ocean floor,0.0,4.4240814278421326e-05
host_scientific_name_Vombatidae,0.0,0.0010043581819455356
host_scientific_name_Varanus indicus,0.0,0.0009028194439943724
host_scientific_name_Ursus americanus americanus,0.0,0.0064743327396343565
host_scientific_name_Upupa epops,0.0,0.0007405057549145514
host_scientific_name_Turdus olivater,0.0,0.0030689707999309065
host_scientific_name_Turdus merula,0.0,0.00104369479713079
host_scientific_name_Thraupis,0.0,0.005875801007564755
host_scientific_name_Stenella attenuata,0.0,0.0009754159126588755
host_scientific_name_Siphonaptera,0.0,0.0006867575470855499
country_GAZ:United Kingdom,0.0,0.002046906808104094
host_scientific_name_Oryctolagus cuniculus,0.0,0.0011257768877574808
host_scientific_name_Pteronotus parnellii,0.0,0.0007335856552141333
host_scientific_name_Pica pica,0.0,0.001366023008067542
country_GAZ:Pacific Ocean,0.0,4.4240814278421326e-05
host_scientific_name_Phoca vitulina,0.0,0.0033784194615661847
host_scientific_name_Pentalonia nigronervosa,0.0,0.0019071282467899556
host_scientific_name_Acropora yongei,0.0,0.0022494493542052317
host_scientific_name_Passer montanus,0.0,0.0007382078131667224
host_scientific_name_Parus major,0.0,0.0012468918427134307
host_scientific_name_Otus scops,0.0,0.0008582639009904933
host_scientific_name_Drosophila immigrans,0.0,0.0006791684306656531
